LAT,LON,YEAR,MO,DY,WS10M
19.5,72.5,2025,5,1,4.38
19.5,73.125,2025,5,1,3.34
19.5,73.75,2025,5,1,3.89
19.5,74.375,2025,5,1,4.42
20,71.875,2025,5,1,4.92
20,72.5,2025,5,1,4.49
20,73.125,2025,5,1,2.86
20,73.75,2025,5,1,4.03
20,74.375,2025,5,1,4.87
18.5,71.875,2025,5,2,4.43
18.5,72.5,2025,5,2,4.69
18.5,73.125,2025,5,2,3.56
18.5,73.75,2025,5,2,4.27
18.5,74.375,2025,5,2,4.47
19,71.875,2025,5,2,4.51
19,72.5,2025,5,2,4.51
19,73.125,2025,5,2,3.4
19,73.75,2025,5,2,4.12
19,74.375,2025,5,2,4.52
19.5,71.875,2025,5,2,4.72
19.5,72.5,2025,5,2,4.54
19.5,73.125,2025,5,2,3.58
19.5,73.75,2025,5,2,4.19
19.5,74.375,2025,5,2,4.55
20,71.875,2025,5,2,5.06
20,72.5,2025,5,2,4.77
20,73.125,2025,5,2,3.61
20,73.75,2025,5,2,4.51
20,74.375,2025,5,2,5.26
18.5,71.875,2025,5,3,3.97
18.5,72.5,2025,5,3,4.28
18.5,73.125,2025,5,3,2.63
18.5,73.75,2025,5,3,4.06
18.5,74.375,2025,5,3,5.35
19,71.875,2025,5,3,4.28
19,72.5,2025,5,3,4.48
19,73.125,2025,5,3,2.87
19,73.75,2025,5,3,4.02
19,74.375,2025,5,3,5.42
19.5,71.875,2025,5,3,4.73
19.5,72.5,2025,5,3,4.73
19.5,73.125,2025,5,3,3.24
19.5,73.75,2025,5,3,4.25
19.5,74.375,2025,5,3,5.44
20,71.875,2025,5,3,5.42
20,72.5,2025,5,3,5.27
20,73.125,2025,5,3,3.79
20,73.75,2025,5,3,4.7
20,74.375,2025,5,3,5.72
18.5,71.875,2025,5,4,4.52
18.5,72.5,2025,5,4,4.23
18.5,73.125,2025,5,4,2.69
18.5,73.75,2025,5,4,4.07
18.5,74.375,2025,5,4,5.56
19,71.875,2025,5,4,4.8
19,72.5,2025,5,4,4.45
19,73.125,2025,5,4,2.93
19,73.75,2025,5,4,3.94
19,74.375,2025,5,4,5.34
19.5,71.875,2025,5,4,5.14
19.5,72.5,2025,5,4,4.76
19.5,73.125,2025,5,4,3.31
19.5,73.75,2025,5,4,4.11
19.5,74.375,2025,5,4,5.21
20,71.875,2025,5,4,5.59
20,72.5,2025,5,4,5.39
20,73.125,2025,5,4,3.96
20,73.75,2025,5,4,4.5
20,74.375,2025,5,4,5.15
18.5,71.875,2025,5,5,3.69
18.5,72.5,2025,5,5,3.8
18.5,73.125,2025,5,5,2.42
18.5,73.75,2025,5,5,3.68
18.5,74.375,2025,5,5,4.56
19,71.875,2025,5,5,3.97
19,72.5,2025,5,5,4.03
19,73.125,2025,5,5,2.62
19,73.75,2025,5,5,3.54
19,74.375,2025,5,5,4.49
19.5,71.875,2025,5,5,4.4
19.5,72.5,2025,5,5,4.28
19.5,73.125,2025,5,5,2.86
19.5,73.75,2025,5,5,3.62
19.5,74.375,2025,5,5,4.44
20,71.875,2025,5,5,4.99
20,72.5,2025,5,5,4.87
20,73.125,2025,5,5,3.27
20,73.75,2025,5,5,3.91
20,74.375,2025,5,5,4.55
18.5,71.875,2025,5,6,3.62
18.5,72.5,2025,5,6,3.47
18.5,73.125,2025,5,6,2.04
18.5,73.75,2025,5,6,3.23
18.5,74.375,2025,5,6,4.42
19,71.875,2025,5,6,4.04
19,72.5,2025,5,6,3.89
19,73.125,2025,5,6,2.41
19,73.75,2025,5,6,3.31
19,74.375,2025,5,6,4.56
19.5,71.875,2025,5,6,4.59
19.5,72.5,2025,5,6,4.35
19.5,73.125,2025,5,6,3.07
19.5,73.75,2025,5,6,3.85
19.5,74.375,2025,5,6,4.81
20,71.875,2025,5,6,5.21
20,72.5,2025,5,6,5.1
20,73.125,2025,5,6,3.89
20,73.75,2025,5,6,4.5
20,74.375,2025,5,6,5.16
18.5,71.875,2025,5,7,5.73
18.5,72.5,2025,5,7,5.23
18.5,73.125,2025,5,7,3.25
18.5,73.75,2025,5,7,4.13
18.5,74.375,2025,5,7,5.38
19,71.875,2025,5,7,6.02
19,72.5,2025,5,7,5.72
19,73.125,2025,5,7,3.66
19,73.75,2025,5,7,4.27
19,74.375,2025,5,7,5.52
19.5,71.875,2025,5,7,6.27
19.5,72.5,2025,5,7,5.92
19.5,73.125,2025,5,7,4.06
19.5,73.75,2025,5,7,4.67
19.5,74.375,2025,5,7,5.7
20,71.875,2025,5,7,6.56
20,72.5,2025,5,7,6.27
20,73.125,2025,5,7,4.6
20,73.75,2025,5,7,5.12
20,74.375,2025,5,7,5.95
18.5,71.875,2025,5,8,5.05
18.5,72.5,2025,5,8,5.21
18.5,73.125,2025,5,8,3.36
18.5,73.75,2025,5,8,3.94
18.5,74.375,2025,5,8,4.78
19,71.875,2025,5,8,5.15
19,72.5,2025,5,8,5.33
19,73.125,2025,5,8,3.56
19,73.75,2025,5,8,3.77
19,74.375,2025,5,8,4.68
19.5,71.875,2025,5,8,5.27
19.5,72.5,2025,5,8,5.33
19.5,73.125,2025,5,8,3.94
19.5,73.75,2025,5,8,4.27
19.5,74.375,2025,5,8,4.66
20,71.875,2025,5,8,5.45
20,72.5,2025,5,8,5.57
20,73.125,2025,5,8,4.3
20,73.75,2025,5,8,4.77
20,74.375,2025,5,8,4.74
18.5,71.875,2025,5,9,5.01
18.5,72.5,2025,5,9,5.59
18.5,73.125,2025,5,9,3.64
18.5,73.75,2025,5,9,3.4
18.5,74.375,2025,5,9,3.87
19,71.875,2025,5,9,4.26
19,72.5,2025,5,9,5.23
19,73.125,2025,5,9,3.56
19,73.75,2025,5,9,3.12
19,74.375,2025,5,9,3.77
19.5,71.875,2025,5,9,3.63
19.5,72.5,2025,5,9,4.51
19.5,73.125,2025,5,9,3.41
19.5,73.75,2025,5,9,3.12
19.5,74.375,2025,5,9,3.71
20,71.875,2025,5,9,3.28
20,72.5,2025,5,9,3.97
20,73.125,2025,5,9,3.24
20,73.75,2025,5,9,3.12
20,74.375,2025,5,9,3.56
18.5,71.875,2025,5,10,3.33
18.5,72.5,2025,5,10,3.55
18.5,73.125,2025,5,10,2.67
18.5,73.75,2025,5,10,2.94
18.5,74.375,2025,5,10,3.24
19,71.875,2025,5,10,3.19
19,72.5,2025,5,10,3.65
19,73.125,2025,5,10,2.79
19,73.75,2025,5,10,2.86
19,74.375,2025,5,10,3.05
19.5,71.875,2025,5,10,2.94
19.5,72.5,2025,5,10,3.54
19.5,73.125,2025,5,10,2.81
19.5,73.75,2025,5,10,2.81
19.5,74.375,2025,5,10,2.86
20,71.875,2025,5,10,2.72
20,72.5,2025,5,10,3.44
20,73.125,2025,5,10,2.84
20,73.75,2025,5,10,2.82
20,74.375,2025,5,10,2.81
18.5,71.875,2025,5,11,2.13
18.5,72.5,2025,5,11,2.7
18.5,73.125,2025,5,11,2.51
18.5,73.75,2025,5,11,2.92
18.5,74.375,2025,5,11,3.28
19,71.875,2025,5,11,2.03
19,72.5,2025,5,11,2.78
19,73.125,2025,5,11,2.62
19,73.75,2025,5,11,2.77
19,74.375,2025,5,11,3.07
19.5,71.875,2025,5,11,2
19.5,72.5,2025,5,11,2.73
19.5,73.125,2025,5,11,2.57
19.5,73.75,2025,5,11,2.6
19.5,74.375,2025,5,11,2.81
20,71.875,2025,5,11,2.11
20,72.5,2025,5,11,2.8
20,73.125,2025,5,11,2.46
20,73.75,2025,5,11,2.47
20,74.375,2025,5,11,2.7
18.5,71.875,2025,5,12,1.78
18.5,72.5,2025,5,12,2.68
18.5,73.125,2025,5,12,2.43
18.5,73.75,2025,5,12,2.41
18.5,74.375,2025,5,12,2.68
19,71.875,2025,5,12,1.84
19,72.5,2025,5,12,2.81
19,73.125,2025,5,12,2.48
19,73.75,2025,5,12,2.24
19,74.375,2025,5,12,2.47
19.5,71.875,2025,5,12,1.97
19.5,72.5,2025,5,12,2.83
19.5,73.125,2025,5,12,2.48
19.5,73.75,2025,5,12,2.14
19.5,74.375,2025,5,12,2.22
20,71.875,2025,5,12,2.25
20,72.5,2025,5,12,2.93
20,73.125,2025,5,12,2.5
20,73.75,2025,5,12,2.16
20,74.375,2025,5,12,2.21
18.5,71.875,2025,5,13,2.14
18.5,72.5,2025,5,13,2.61
18.5,73.125,2025,5,13,1.96
18.5,73.75,2025,5,13,2.01
18.5,74.375,2025,5,13,2.12
19,71.875,2025,5,13,2.16
19,72.5,2025,5,13,2.6
19,73.125,2025,5,13,2.04
19,73.75,2025,5,13,2.01
19,74.375,2025,5,13,1.94
19.5,71.875,2025,5,13,2.22
19.5,72.5,2025,5,13,2.61
19.5,73.125,2025,5,13,2.08
19.5,73.75,2025,5,13,2.05
19.5,74.375,2025,5,13,1.74
20,71.875,2025,5,13,2.47
20,72.5,2025,5,13,2.81
20,73.125,2025,5,13,2.1
20,73.75,2025,5,13,2.03
20,74.375,2025,5,13,1.81
18.5,71.875,2025,5,14,2.39
18.5,72.5,2025,5,14,2.85
18.5,73.125,2025,5,14,1.9
18.5,73.75,2025,5,14,1.76
18.5,74.375,2025,5,14,2.2
19,71.875,2025,5,14,2.51
19,72.5,2025,5,14,2.93
19,73.125,2025,5,14,2.08
19,73.75,2025,5,14,1.59
19,74.375,2025,5,14,1.97
19.5,71.875,2025,5,14,2.55
19.5,72.5,2025,5,14,2.81
19.5,73.125,2025,5,14,2.13
19.5,73.75,2025,5,14,1.68
19.5,74.375,2025,5,14,1.83
20,71.875,2025,5,14,2.76
20,72.5,2025,5,14,2.94
20,73.125,2025,5,14,2.11
20,73.75,2025,5,14,1.96
20,74.375,2025,5,14,1.95
18.5,71.875,2025,5,15,2.38
18.5,72.5,2025,5,15,2.6
18.5,73.125,2025,5,15,2.05
18.5,73.75,2025,5,15,2.35
18.5,74.375,2025,5,15,2.39
19,71.875,2025,5,15,2.35
19,72.5,2025,5,15,2.54
19,73.125,2025,5,15,2.05
19,73.75,2025,5,15,2.32
19,74.375,2025,5,15,2.46
19.5,71.875,2025,5,15,2.5
19.5,72.5,2025,5,15,2.61
19.5,73.125,2025,5,15,2.12
19.5,73.75,2025,5,15,2.13
19.5,74.375,2025,5,15,2.39
20,71.875,2025,5,15,2.89
20,72.5,2025,5,15,2.94
20,73.125,2025,5,15,2.15
20,73.75,2025,5,15,1.99
20,74.375,2025,5,15,2.42
18.5,71.875,2025,5,16,2.65
18.5,72.5,2025,5,16,2.86
18.5,73.125,2025,5,16,2.37
18.5,73.75,2025,5,16,2.09
18.5,74.375,2025,5,16,1.96
19,71.875,2025,5,16,2.88
19,72.5,2025,5,16,3.12
19,73.125,2025,5,16,2.54
19,73.75,2025,5,16,2.19
19,74.375,2025,5,16,2.09
19.5,71.875,2025,5,16,3.23
19.5,72.5,2025,5,16,3.36
19.5,73.125,2025,5,16,2.61
19.5,73.75,2025,5,16,2.3
19.5,74.375,2025,5,16,2.32
20,71.875,2025,5,16,3.7
20,72.5,2025,5,16,3.76
20,73.125,2025,5,16,2.74
20,73.75,2025,5,16,2.46
20,74.375,2025,5,16,2.36
18.5,71.875,2025,5,17,3.25
18.5,72.5,2025,5,17,3.32
18.5,73.125,2025,5,17,2.54
18.5,73.75,2025,5,17,2.86
18.5,74.375,2025,5,17,2.82
19,71.875,2025,5,17,3.61
19,72.5,2025,5,17,3.65
19,73.125,2025,5,17,2.7
19,73.75,2025,5,17,2.92
19,74.375,2025,5,17,2.98
19.5,71.875,2025,5,17,3.99
19.5,72.5,2025,5,17,3.86
19.5,73.125,2025,5,17,2.7
19.5,73.75,2025,5,17,2.93
19.5,74.375,2025,5,17,3.11
20,71.875,2025,5,17,4.47
20,72.5,2025,5,17,4.21
20,73.125,2025,5,17,2.81
20,73.75,2025,5,17,2.94
20,74.375,2025,5,17,3.15
18.5,71.875,2025,5,18,3.27
18.5,72.5,2025,5,18,3.61
18.5,73.125,2025,5,18,2.42
18.5,73.75,2025,5,18,2.74
18.5,74.375,2025,5,18,3.08
19,71.875,2025,5,18,3.37
19,72.5,2025,5,18,3.7
19,73.125,2025,5,18,2.4
19,73.75,2025,5,18,2.48
19,74.375,2025,5,18,2.94
19.5,71.875,2025,5,18,3.58
19.5,72.5,2025,5,18,3.76
19.5,73.125,2025,5,18,2.59
19.5,73.75,2025,5,18,2.55
19.5,74.375,2025,5,18,2.69
20,71.875,2025,5,18,3.91
20,72.5,2025,5,18,3.97
20,73.125,2025,5,18,2.74
20,73.75,2025,5,18,2.77
20,74.375,2025,5,18,2.72
18.5,71.875,2025,5,19,2.63
18.5,72.5,2025,5,19,3.69
18.5,73.125,2025,5,19,2.88
18.5,73.75,2025,5,19,2.63
18.5,74.375,2025,5,19,2.77
19,71.875,2025,5,19,2.65
19,72.5,2025,5,19,3.5
19,73.125,2025,5,19,2.65
19,73.75,2025,5,19,2.53
19,74.375,2025,5,19,2.72
19.5,71.875,2025,5,19,2.76
19.5,72.5,2025,5,19,3.28
19.5,73.125,2025,5,19,2.38
19.5,73.75,2025,5,19,2.51
19.5,74.375,2025,5,19,2.42
20,71.875,2025,5,19,3.27
20,72.5,2025,5,19,3.54
20,73.125,2025,5,19,2.07
20,73.75,2025,5,19,2.49
20,74.375,2025,5,19,2.42
18.5,71.875,2025,5,20,4.39
18.5,72.5,2025,5,20,4.56
18.5,73.125,2025,5,20,2.7
18.5,73.75,2025,5,20,2.35
18.5,74.375,2025,5,20,3.3
19,71.875,2025,5,20,4.16
19,72.5,2025,5,20,3.95
19,73.125,2025,5,20,2.31
19,73.75,2025,5,20,2.02
19,74.375,2025,5,20,3.04
19.5,71.875,2025,5,20,4
19.5,72.5,2025,5,20,3.47
19.5,73.125,2025,5,20,1.95
19.5,73.75,2025,5,20,1.79
19.5,74.375,2025,5,20,2.68
20,71.875,2025,5,20,3.95
20,72.5,2025,5,20,3.25
20,73.125,2025,5,20,1.61
20,73.75,2025,5,20,1.66
20,74.375,2025,5,20,2.56
18.5,71.875,2025,5,21,4.81
18.5,72.5,2025,5,21,4.89
18.5,73.125,2025,5,21,2.57
18.5,73.75,2025,5,21,1.95
18.5,74.375,2025,5,21,2.33
19,71.875,2025,5,21,4.42
19,72.5,2025,5,21,4.16
19,73.125,2025,5,21,2.14
19,73.75,2025,5,21,1.64
19,74.375,2025,5,21,2.12
19.5,71.875,2025,5,21,4.45
19.5,72.5,2025,5,21,3.77
19.5,73.125,2025,5,21,1.8
19.5,73.75,2025,5,21,1.57
19.5,74.375,2025,5,21,2.07
20,71.875,2025,5,21,4.63
20,72.5,2025,5,21,3.76
20,73.125,2025,5,21,1.7
20,73.75,2025,5,21,1.33
20,74.375,2025,5,21,2.09
18.5,71.875,2025,5,22,1.83
18.5,72.5,2025,5,22,2.06
18.5,73.125,2025,5,22,1.64
18.5,73.75,2025,5,22,1.88
18.5,74.375,2025,5,22,1.82
19,71.875,2025,5,22,1.86
19,72.5,2025,5,22,2.11
19,73.125,2025,5,22,1.66
19,73.75,2025,5,22,1.55
19,74.375,2025,5,22,1.89
19.5,71.875,2025,5,22,1.96
19.5,72.5,2025,5,22,1.98
19.5,73.125,2025,5,22,1.44
19.5,73.75,2025,5,22,1.81
19.5,74.375,2025,5,22,2.12
20,71.875,2025,5,22,2.06
20,72.5,2025,5,22,2.28
20,73.125,2025,5,22,1.43
20,73.75,2025,5,22,2.09
20,74.375,2025,5,22,2.2
18.5,71.875,2025,5,23,3.18
18.5,72.5,2025,5,23,3.29
18.5,73.125,2025,5,23,2.91
18.5,73.75,2025,5,23,4
18.5,74.375,2025,5,23,4.88
19,71.875,2025,5,23,3.16
19,72.5,2025,5,23,2.92
19,73.125,2025,5,23,2.25
19,73.75,2025,5,23,3.36
19,74.375,2025,5,23,4.22
19.5,71.875,2025,5,23,3.08
19.5,72.5,2025,5,23,2.5
19.5,73.125,2025,5,23,1.82
19.5,73.75,2025,5,23,2.68
19.5,74.375,2025,5,23,3.49
20,71.875,2025,5,23,2.95
20,72.5,2025,5,23,2.3
20,73.125,2025,5,23,1.68
20,73.75,2025,5,23,2.2
20,74.375,2025,5,23,2.95
18.5,71.875,2025,5,24,5.68
18.5,72.5,2025,5,24,5.46
18.5,73.125,2025,5,24,3.13
18.5,73.75,2025,5,24,4.1
18.5,74.375,2025,5,24,6.09
19,71.875,2025,5,24,5.52
19,72.5,2025,5,24,4.67
19,73.125,2025,5,24,2.37
19,73.75,2025,5,24,3.26
19,74.375,2025,5,24,5.21
19.5,71.875,2025,5,24,5.4
19.5,72.5,2025,5,24,3.79
19.5,73.125,2025,5,24,1.95
19.5,73.75,2025,5,24,2.72
19.5,74.375,2025,5,24,4.2
20,71.875,2025,5,24,5.29
20,72.5,2025,5,24,3.13
20,73.125,2025,5,24,1.58
20,73.75,2025,5,24,2.23
20,74.375,2025,5,24,3.57
18.5,71.875,2025,5,25,6.69
18.5,72.5,2025,5,25,6.69
18.5,73.125,2025,5,25,5.26
18.5,73.75,2025,5,25,6.6
18.5,74.375,2025,5,25,8.24
19,71.875,2025,5,25,6.53
19,72.5,2025,5,25,6.17
19,73.125,2025,5,25,4.43
19,73.75,2025,5,25,5.57
19,74.375,2025,5,25,7.18
19.5,71.875,2025,5,25,6.33
19.5,72.5,2025,5,25,5.63
19.5,73.125,2025,5,25,3.78
19.5,73.75,2025,5,25,4.46
19.5,74.375,2025,5,25,5.75
20,71.875,2025,5,25,6.21
20,72.5,2025,5,25,5.47
20,73.125,2025,5,25,3.2
20,73.75,2025,5,25,3.77
20,74.375,2025,5,25,4.83
18.5,71.875,2025,5,26,8.6
18.5,72.5,2025,5,26,8.65
18.5,73.125,2025,5,26,6.38
18.5,73.75,2025,5,26,6.61
18.5,74.375,2025,5,26,6.24
19,71.875,2025,5,26,8.16
19,72.5,2025,5,26,7.92
19,73.125,2025,5,26,5.49
19,73.75,2025,5,26,5.87
19,74.375,2025,5,26,5.79
19.5,71.875,2025,5,26,7.88
19.5,72.5,2025,5,26,7.39
19.5,73.125,2025,5,26,4.96
19.5,73.75,2025,5,26,5.15
19.5,74.375,2025,5,26,5.2
20,71.875,2025,5,26,7.56
20,72.5,2025,5,26,7.2
20,73.125,2025,5,26,4.54
20,73.75,2025,5,26,4.75
20,74.375,2025,5,26,4.89
18.5,71.875,2025,5,27,7.13
18.5,72.5,2025,5,27,6.86
18.5,73.125,2025,5,27,4.4
18.5,73.75,2025,5,27,4.48
18.5,74.375,2025,5,27,4.72
19,71.875,2025,5,27,6.91
19,72.5,2025,5,27,6.34
19,73.125,2025,5,27,3.84
19,73.75,2025,5,27,4.12
19,74.375,2025,5,27,4.6
19.5,71.875,2025,5,27,6.8
19.5,72.5,2025,5,27,5.98
19.5,73.125,2025,5,27,3.83
19.5,73.75,2025,5,27,4.09
19.5,74.375,2025,5,27,4.57
20,71.875,2025,5,27,6.87
20,72.5,2025,5,27,6.14
20,73.125,2025,5,27,4.05
20,73.75,2025,5,27,4.5
20,74.375,2025,5,27,4.89
18.5,71.875,2025,5,28,7.85
18.5,72.5,2025,5,28,7.29
18.5,73.125,2025,5,28,4.42
18.5,73.75,2025,5,28,5.46
18.5,74.375,2025,5,28,6.41
19,71.875,2025,5,28,7.45
19,72.5,2025,5,28,6.76
19,73.125,2025,5,28,3.98
19,73.75,2025,5,28,5.13
19,74.375,2025,5,28,6.34
19.5,71.875,2025,5,28,7.2
19.5,72.5,2025,5,28,6.26
19.5,73.125,2025,5,28,3.85
19.5,73.75,2025,5,28,5.04
19.5,74.375,2025,5,28,6.06
20,71.875,2025,5,28,7.16
20,72.5,2025,5,28,6.19
20,73.125,2025,5,28,3.98
20,73.75,2025,5,28,5.26
20,74.375,2025,5,28,5.91
18.5,71.875,2025,5,29,7.4
18.5,72.5,2025,5,29,6.93
18.5,73.125,2025,5,29,4.49
18.5,73.75,2025,5,29,5.85
18.5,74.375,2025,5,29,6.4
19,71.875,2025,5,29,7.07
19,72.5,2025,5,29,6.59
19,73.125,2025,5,29,4.2
19,73.75,2025,5,29,5.72
19,74.375,2025,5,29,6.51
19.5,71.875,2025,5,29,6.73
19.5,72.5,2025,5,29,6.05
19.5,73.125,2025,5,29,4.11
19.5,73.75,2025,5,29,5.63
19.5,74.375,2025,5,29,6.38
20,71.875,2025,5,29,6.63
20,72.5,2025,5,29,5.89
20,73.125,2025,5,29,4.25
20,73.75,2025,5,29,5.65
20,74.375,2025,5,29,6.32
18.5,71.875,2025,5,30,7.67
18.5,72.5,2025,5,30,7.15
18.5,73.125,2025,5,30,4.98
18.5,73.75,2025,5,30,6.38
18.5,74.375,2025,5,30,7.01
19,71.875,2025,5,30,7.59
19,72.5,2025,5,30,7.1
19,73.125,2025,5,30,4.71
19,73.75,2025,5,30,6.09
19,74.375,2025,5,30,6.98
19.5,71.875,2025,5,30,7.58
19.5,72.5,2025,5,30,6.9
19.5,73.125,2025,5,30,4.77
19.5,73.75,2025,5,30,6.03
19.5,74.375,2025,5,30,6.88
20,71.875,2025,5,30,7.72
20,72.5,2025,5,30,7.11
20,73.125,2025,5,30,5.25
20,73.75,2025,5,30,6.21
20,74.375,2025,5,30,6.89
18.5,71.875,2025,5,31,7.01
18.5,72.5,2025,5,31,6.73
18.5,73.125,2025,5,31,4.66
18.5,73.75,2025,5,31,5.84
18.5,74.375,2025,5,31,6.72
19,71.875,2025,5,31,7.22
19,72.5,2025,5,31,7
19,73.125,2025,5,31,4.74
19,73.75,2025,5,31,5.75
19,74.375,2025,5,31,6.84
19.5,71.875,2025,5,31,7.58
19.5,72.5,2025,5,31,7.2
19.5,73.125,2025,5,31,5.08
19.5,73.75,2025,5,31,6.1
19.5,74.375,2025,5,31,6.99
20,71.875,2025,5,31,8.02
20,72.5,2025,5,31,7.75
20,73.125,2025,5,31,5.87
20,73.75,2025,5,31,6.71
20,74.375,2025,5,31,7.34
18.5,71.875,2025,6,1,6.91
18.5,72.5,2025,6,1,6.91
18.5,73.125,2025,6,1,4.98
18.5,73.75,2025,6,1,5.66
18.5,74.375,2025,6,1,5.98
19,71.875,2025,6,1,6.99
19,72.5,2025,6,1,7
19,73.125,2025,6,1,4.98
19,73.75,2025,6,1,5.44
19,74.375,2025,6,1,5.88
19.5,71.875,2025,6,1,7.05
19.5,72.5,2025,6,1,6.9
19.5,73.125,2025,6,1,5.08
19.5,73.75,2025,6,1,5.64
19.5,74.375,2025,6,1,5.86
20,71.875,2025,6,1,7.2
20,72.5,2025,6,1,7.09
20,73.125,2025,6,1,5.47
20,73.75,2025,6,1,6.07
20,74.375,2025,6,1,6.06
18.5,71.875,2025,6,2,6.97
18.5,72.5,2025,6,2,6.79
18.5,73.125,2025,6,2,5.2
18.5,73.75,2025,6,2,5.81
18.5,74.375,2025,6,2,5.95
19,71.875,2025,6,2,7.21
19,72.5,2025,6,2,6.99
19,73.125,2025,6,2,5.08
19,73.75,2025,6,2,5.65
19,74.375,2025,6,2,5.91
19.5,71.875,2025,6,2,7.47
19.5,72.5,2025,6,2,7.04
19.5,73.125,2025,6,2,5.16
19.5,73.75,2025,6,2,5.83
19.5,74.375,2025,6,2,6.01
20,71.875,2025,6,2,7.69
20,72.5,2025,6,2,7.38
20,73.125,2025,6,2,5.57
20,73.75,2025,6,2,6.17
20,74.375,2025,6,2,6.25
18.5,71.875,2025,6,3,6.97
18.5,72.5,2025,6,3,6.77
18.5,73.125,2025,6,3,4.93
18.5,73.75,2025,6,3,5.45
18.5,74.375,2025,6,3,5.76
19,71.875,2025,6,3,7.16
19,72.5,2025,6,3,6.95
19,73.125,2025,6,3,4.94
19,73.75,2025,6,3,5.35
19,74.375,2025,6,3,5.95
19.5,71.875,2025,6,3,7.31
19.5,72.5,2025,6,3,7.04
19.5,73.125,2025,6,3,5.19
19.5,73.75,2025,6,3,5.71
19.5,74.375,2025,6,3,6.26
20,71.875,2025,6,3,7.39
20,72.5,2025,6,3,7.33
20,73.125,2025,6,3,5.79
20,73.75,2025,6,3,6.18
20,74.375,2025,6,3,6.56
18.5,71.875,2025,6,4,5.18
18.5,72.5,2025,6,4,4.78
18.5,73.125,2025,6,4,3.63
18.5,73.75,2025,6,4,4.19
18.5,74.375,2025,6,4,4.5
19,71.875,2025,6,4,5.11
19,72.5,2025,6,4,4.89
19,73.125,2025,6,4,3.62
19,73.75,2025,6,4,4.03
19,74.375,2025,6,4,4.43
19.5,71.875,2025,6,4,5.2
19.5,72.5,2025,6,4,4.91
19.5,73.125,2025,6,4,3.67
19.5,73.75,2025,6,4,4.09
19.5,74.375,2025,6,4,4.39
20,71.875,2025,6,4,5.52
20,72.5,2025,6,4,5.25
20,73.125,2025,6,4,3.89
20,73.75,2025,6,4,4.28
20,74.375,2025,6,4,4.42
18.5,71.875,2025,6,5,2.99
18.5,72.5,2025,6,5,2.95
18.5,73.125,2025,6,5,2.31
18.5,73.75,2025,6,5,2.91
18.5,74.375,2025,6,5,3.59
19,71.875,2025,6,5,3.3
19,72.5,2025,6,5,3.26
19,73.125,2025,6,5,2.43
19,73.75,2025,6,5,2.81
19,74.375,2025,6,5,3.41
19.5,71.875,2025,6,5,3.63
19.5,72.5,2025,6,5,3.47
19.5,73.125,2025,6,5,2.48
19.5,73.75,2025,6,5,2.67
19.5,74.375,2025,6,5,3.21
20,71.875,2025,6,5,3.99
20,72.5,2025,6,5,3.71
20,73.125,2025,6,5,2.5
20,73.75,2025,6,5,2.68
20,74.375,2025,6,5,3.24
18.5,71.875,2025,6,6,3.42
18.5,72.5,2025,6,6,3.44
18.5,73.125,2025,6,6,2.48
18.5,73.75,2025,6,6,2.76
18.5,74.375,2025,6,6,3.49
19,71.875,2025,6,6,3.61
19,72.5,2025,6,6,3.48
19,73.125,2025,6,6,2.44
19,73.75,2025,6,6,2.72
19,74.375,2025,6,6,3.39
19.5,71.875,2025,6,6,3.83
19.5,72.5,2025,6,6,3.49
19.5,73.125,2025,6,6,2.38
19.5,73.75,2025,6,6,2.63
19.5,74.375,2025,6,6,3.21
20,71.875,2025,6,6,4.21
20,72.5,2025,6,6,3.84
20,73.125,2025,6,6,2.38
20,73.75,2025,6,6,2.73
20,74.375,2025,6,6,3.31
18.5,71.875,2025,6,7,3.61
18.5,72.5,2025,6,7,3.37
18.5,73.125,2025,6,7,2.37
18.5,73.75,2025,6,7,2.8
18.5,74.375,2025,6,7,3.75
19,71.875,2025,6,7,3.8
19,72.5,2025,6,7,3.43
19,73.125,2025,6,7,2.36
19,73.75,2025,6,7,3.13
19,74.375,2025,6,7,4.13
19.5,71.875,2025,6,7,4.41
19.5,72.5,2025,6,7,3.94
19.5,73.125,2025,6,7,2.75
19.5,73.75,2025,6,7,3.53
19.5,74.375,2025,6,7,4.38
20,71.875,2025,6,7,5.3
20,72.5,2025,6,7,4.77
20,73.125,2025,6,7,3.15
20,73.75,2025,6,7,3.94
20,74.375,2025,6,7,4.68
18.5,71.875,2025,6,8,4.44
18.5,72.5,2025,6,8,4.09
18.5,73.125,2025,6,8,2.83
18.5,73.75,2025,6,8,3.49
18.5,74.375,2025,6,8,4.69
19,71.875,2025,6,8,4.37
19,72.5,2025,6,8,3.99
19,73.125,2025,6,8,2.55
19,73.75,2025,6,8,3.4
19,74.375,2025,6,8,4.89
19.5,71.875,2025,6,8,4.59
19.5,72.5,2025,6,8,4.16
19.5,73.125,2025,6,8,2.63
19.5,73.75,2025,6,8,3.66
19.5,74.375,2025,6,8,5.16
20,71.875,2025,6,8,5.3
20,72.5,2025,6,8,4.95
20,73.125,2025,6,8,3.19
20,73.75,2025,6,8,4.43
20,74.375,2025,6,8,5.71
18.5,71.875,2025,6,9,5.27
18.5,72.5,2025,6,9,5.34
18.5,73.125,2025,6,9,3.89
18.5,73.75,2025,6,9,4.83
18.5,74.375,2025,6,9,5.84
19,71.875,2025,6,9,5.52
19,72.5,2025,6,9,5.34
19,73.125,2025,6,9,3.73
